flight_number,airline,origin,destination,date,day_of_week,month,scheduled_departure,actual_departure,delay_minutes,delay_category,delay_reason,distance,hour_of_day
JE9229,JetBlue Airways,ATL,SAN,2024-11-04,Monday,November,2024-11-04 06:30:00,2024-11-04 10:03:00,213,Severe Delay,Crew Issue,658,6
AM2253,American Airlines,ORD,LAX,2024-07-14,Sunday,July,2024-07-14 15:00:00,2024-07-14 15:03:00,3,Minor Delay,Late Arrival,2581,15
UN7142,United Airlines,DTW,JFK,2024-02-16,Friday,February,2024-02-16 23:30:00,2024-02-17 03:31:00,241,Severe Delay,Crew Issue,2161,23
SP8516,Spirit Airlines,SLC,EWR,2024-10-11,Friday,October,2024-10-11 06:45:00,2024-10-11 06:52:00,7,Minor Delay,Air Traffic Control,239,6
JE5211,JetBlue Airways,SFO,PHX,2024-09-13,Friday,September,2024-09-13 01:15:00,2024-09-13 01:19:00,4,Minor Delay,Late Arrival,2483,1
DE9469,Delta Air Lines,DFW,MSP,2024-02-15,Thursday,February,2024-02-15 09:15:00,2024-02-15 09:22:00,7,Minor Delay,Baggage Loading,378,9
SP9459,Spirit Airlines,IAD,MSP,2024-01-26,Friday,January,2024-01-26 21:15:00,2024-01-26 21:19:00,4,Minor Delay,Late Arrival,2761,21
SO5441,Southwest Airlines,LAS,MIA,2024-03-06,Wednesday,March,2024-03-06 14:45:00,2024-03-06 15:11:00,26,Moderate Delay,Weather,2265,14
DE3770,Delta Air Lines,PHL,MSP,2024-03-21,Thursday,March,2024-03-21 11:30:00,2024-03-21 11:44:00,14,Minor Delay,Air Traffic Control,239,11
DE2827,Delta Air Lines,MCO,MSP,2024-03-27,Wednesday,March,2024-03-27 16:15:00,2024-03-27 19:48:00,213,Severe Delay,Crew Issue,206,16
SO132,Southwest Airlines,DFW,ATL,2024-04-16,Tuesday,April,2024-04-16 01:45:00,2024-04-16 01:56:00,11,Minor Delay,Baggage Loading,1851,1
SO9827,Southwest Airlines,ORD,BWI,2024-08-20,Tuesday,August,2024-08-20 00:00:00,2024-08-20 00:06:00,6,Minor Delay,Air Traffic Control,1863,0
AM9596,American Airlines,DEN,EWR,2024-01-02,Tuesday,January,2024-01-02 14:15:00,2024-01-02 15:56:00,101,Severe Delay,Airport Congestion,1025,14
FR832,Frontier Airlines,JFK,ATL,2024-08-21,Wednesday,August,2024-08-21 14:30:00,2024-08-21 14:45:00,15,Minor Delay,Air Traffic Control,2443,14
FR4327,Frontier Airlines,JFK,LAS,2024-08-05,Monday,August,2024-08-05 04:00:00,2024-08-05 08:53:00,293,Severe Delay,Crew Issue,1097,4
SP2045,Spirit Airlines,ORD,PHX,2024-05-07,Tuesday,May,2024-05-07 21:00:00,2024-05-08 01:57:00,297,Severe Delay,Weather,1503,21
AL4345,Alaska Airlines,SEA,DTW,2024-02-17,Saturday,February,2024-02-17 06:30:00,2024-02-17 06:37:00,7,Minor Delay,Air Traffic Control,974,6
JE297,JetBlue Airways,DEN,JFK,2024-11-21,Thursday,November,2024-11-21 07:15:00,2024-11-21 07:39:00,24,Moderate Delay,Late Arrival,322,7
AL6245,Alaska Airlines,PHL,BWI,2024-08-16,Friday,August,2024-08-16 15:30:00,2024-08-16 15:46:00,16,Moderate Delay,Air Traffic Control,1856,15
FR2529,Frontier Airlines,SAN,DFW,2024-08-09,Friday,August,2024-08-09 06:15:00,2024-08-09 06:21:00,6,Minor Delay,Late Arrival,265,6
DE8406,Delta Air Lines,LAX,CLT,2024-03-12,Tuesday,March,2024-03-12 16:45:00,2024-03-12 17:08:00,23,Moderate Delay,Air Traffic Control,204,16
SP2405,Spirit Airlines,DFW,DTW,2024-03-17,Sunday,March,2024-03-17 10:00:00,2024-03-17 10:06:00,6,Minor Delay,Late Arrival,1530,10
FR3825,Frontier Airlines,IAH,SLC,2024-03-10,Sunday,March,2024-03-10 22:45:00,2024-03-10 23:12:00,27,Moderate Delay,Airport Congestion,1610,22
AM237,American Airlines,MIA,DEN,2024-08-20,Tuesday,August,2024-08-20 07:00:00,2024-08-20 08:41:00,101,Severe Delay,Crew Issue,639,7
DE6959,Delta Air Lines,DEN,SLC,2024-10-08,Tuesday,October,2024-10-08 07:30:00,2024-10-08 07:53:00,23,Moderate Delay,Weather,1374,7
SP1974,Spirit Airlines,DFW,DEN,2024-12-06,Friday,December,2024-12-06 13:15:00,2024-12-06 13:25:00,10,Minor Delay,Baggage Loading,1946,13
AM981,American Airlines,DEN,CLT,2024-07-28,Sunday,July,2024-07-28 14:15:00,2024-07-28 14:16:00,1,Minor Delay,Air Traffic Control,567,14
SO2183,Southwest Airlines,PHL,SLC,2024-03-30,Saturday,March,2024-03-30 12:30:00,2024-03-30 12:39:00,9,Minor Delay,Air Traffic Control,2882,12
AL288,Alaska Airlines,BOS,EWR,2024-05-15,Wednesday,May,2024-05-15 12:30:00,2024-05-15 12:33:00,3,Minor Delay,Late Arrival,1259,12
SP853,Spirit Airlines,MIA,SLC,2024-06-08,Saturday,June,2024-06-08 07:15:00,2024-06-08 11:19:00,244,Severe Delay,Aircraft Issue,2796,7
SP512,Spirit Airlines,ORD,BWI,2024-06-02,Sunday,June,2024-06-02 05:15:00,2024-06-02 05:19:00,4,Minor Delay,Baggage Loading,2763,5
JE8157,JetBlue Airways,LAX,MIA,2024-04-14,Sunday,April,2024-04-14 08:45:00,2024-04-14 08:50:00,5,Minor Delay,Baggage Loading,2390,8
UN5307,United Airlines,ORD,SAN,2024-03-27,Wednesday,March,2024-03-27 06:45:00,2024-03-27 06:48:00,3,Minor Delay,Air Traffic Control,1814,6
AM8445,American Airlines,JFK,SFO,2024-08-19,Monday,August,2024-08-19 17:45:00,2024-08-19 21:39:00,234,Severe Delay,Aircraft Issue,732,17
DE7340,Delta Air Lines,EWR,PHL,2024-05-21,Tuesday,May,2024-05-21 12:30:00,2024-05-21 15:30:00,180,Severe Delay,Airport Congestion,2113,12
UN9572,United Airlines,DFW,SLC,2024-02-11,Sunday,February,2024-02-11 07:00:00,2024-02-11 07:09:00,9,Minor Delay,Air Traffic Control,2290,7
FR5037,Frontier Airlines,LAX,CLT,2024-06-04,Tuesday,June,2024-06-04 08:30:00,2024-06-04 11:37:00,187,Severe Delay,Weather,1458,8
SP9073,Spirit Airlines,LAX,ORD,2024-08-02,Friday,August,2024-08-02 07:30:00,2024-08-02 11:41:00,251,Severe Delay,Crew Issue,2676,7
UN5947,United Airlines,PHX,LGA,2024-07-01,Monday,July,2024-07-01 18:00:00,2024-07-01 20:51:00,171,Severe Delay,Crew Issue,2832,18
DE1756,Delta Air Lines,SLC,IAD,2024-02-15,Thursday,February,2024-02-15 15:15:00,2024-02-15 15:19:00,4,Minor Delay,Air Traffic Control,2375,15
FR4180,Frontier Airlines,ATL,SAN,2024-03-16,Saturday,March,2024-03-16 12:30:00,2024-03-16 12:36:00,6,Minor Delay,Late Arrival,2603,12
UN1161,United Airlines,MSP,DTW,2024-05-27,Monday,May,2024-05-27 09:45:00,2024-05-27 09:50:00,5,Minor Delay,Baggage Loading,1859,9
AM5790,American Airlines,ORD,LAX,2024-05-12,Sunday,May,2024-05-12 23:15:00,2024-05-12 23:26:00,11,Minor Delay,Baggage Loading,1473,23
JE1447,JetBlue Airways,IAD,CLT,2024-04-10,Wednesday,April,2024-04-10 08:00:00,2024-04-10 08:11:00,11,Minor Delay,Baggage Loading,408,8
SP168,Spirit Airlines,LAS,MSP,2024-06-08,Saturday,June,2024-06-08 06:45:00,2024-06-08 06:51:00,6,Minor Delay,Air Traffic Control,1029,6
AM3403,American Airlines,ORD,BWI,2024-03-24,Sunday,March,2024-03-24 12:00:00,2024-03-24 12:12:00,12,Minor Delay,Baggage Loading,332,12
SO4979,Southwest Airlines,BOS,ORD,2024-01-07,Sunday,January,2024-01-07 08:45:00,2024-01-07 13:13:00,268,Severe Delay,Airport Congestion,386,8
SP2649,Spirit Airlines,IAH,SAN,2024-02-23,Friday,February,2024-02-23 17:00:00,2024-02-23 19:42:00,162,Severe Delay,Weather,2583,17
JE7745,JetBlue Airways,MSP,SEA,2024-11-27,Wednesday,November,2024-11-27 19:00:00,2024-11-27 19:19:00,19,Moderate Delay,Weather,1043,19
AL3761,Alaska Airlines,SEA,DTW,2024-08-12,Monday,August,2024-08-12 07:00:00,2024-08-12 07:00:00,0,On Time,No Delay,881,7
FR8662,Frontier Airlines,IAD,ATL,2024-10-12,Saturday,October,2024-10-12 13:45:00,2024-10-12 13:50:00,5,Minor Delay,Air Traffic Control,1128,13
DE6907,Delta Air Lines,ORD,SFO,2024-08-27,Tuesday,August,2024-08-27 02:00:00,2024-08-27 06:30:00,270,Severe Delay,Aircraft Issue,731,2
SP4217,Spirit Airlines,BOS,MSP,2024-04-13,Saturday,April,2024-04-13 18:15:00,2024-04-13 18:18:00,3,Minor Delay,Air Traffic Control,365,18
SP9269,Spirit Airlines,ORD,ATL,2024-08-17,Saturday,August,2024-08-17 07:30:00,2024-08-17 07:34:00,4,Minor Delay,Late Arrival,2448,7
AL7727,Alaska Airlines,MSP,DFW,2024-07-06,Saturday,July,2024-07-06 01:30:00,2024-07-06 01:30:00,0,On Time,No Delay,1400,1
UN3594,United Airlines,JFK,CLT,2024-04-09,Tuesday,April,2024-04-09 07:00:00,2024-04-09 07:00:00,0,On Time,No Delay,355,7
SP9135,Spirit Airlines,IAH,BOS,2024-07-15,Monday,July,2024-07-15 08:45:00,2024-07-15 08:50:00,5,Minor Delay,Baggage Loading,2994,8
AL1186,Alaska Airlines,EWR,BWI,2024-12-15,Sunday,December,2024-12-15 16:15:00,2024-12-15 16:20:00,5,Minor Delay,Baggage Loading,781,16
AL999,Alaska Airlines,IAD,ORD,2024-02-15,Thursday,February,2024-02-15 19:30:00,2024-02-15 23:18:00,228,Severe Delay,Weather,218,19
AM3664,American Airlines,MCO,JFK,2024-09-02,Monday,September,2024-09-02 04:30:00,2024-09-02 06:20:00,110,Severe Delay,Crew Issue,1067,4
DE8917,Delta Air Lines,LAS,LGA,2024-12-25,Wednesday,December,2024-12-25 06:30:00,2024-12-25 06:50:00,20,Moderate Delay,Airport Congestion,296,6
JE1855,JetBlue Airways,IAD,EWR,2024-01-06,Saturday,January,2024-01-06 15:00:00,2024-01-06 18:11:00,191,Severe Delay,Aircraft Issue,391,15
DE6134,Delta Air Lines,DEN,EWR,2024-03-16,Saturday,March,2024-03-16 13:30:00,2024-03-16 17:18:00,228,Severe Delay,Crew Issue,1855,13
SO3886,Southwest Airlines,SLC,LGA,2024-12-31,Tuesday,December,2024-12-31 19:15:00,2024-12-31 19:24:00,9,Minor Delay,Air Traffic Control,582,19
AL379,Alaska Airlines,ORD,MIA,2024-01-02,Tuesday,January,2024-01-02 20:45:00,2024-01-02 20:57:00,12,Minor Delay,Air Traffic Control,2209,20
SP2103,Spirit Airlines,SEA,MSP,2024-09-15,Sunday,September,2024-09-15 08:30:00,2024-09-15 08:54:00,24,Moderate Delay,Weather,760,8
DE7457,Delta Air Lines,BOS,SEA,2024-10-06,Sunday,October,2024-10-06 18:15:00,2024-10-06 18:40:00,25,Moderate Delay,Air Traffic Control,2505,18
DE5692,Delta Air Lines,IAH,PHX,2024-09-11,Wednesday,September,2024-09-11 07:00:00,2024-09-11 11:26:00,266,Severe Delay,Aircraft Issue,1130,7
AM2615,American Airlines,MIA,SEA,2024-07-15,Monday,July,2024-07-15 12:30:00,2024-07-15 16:36:00,246,Severe Delay,Airport Congestion,2119,12
AM5967,American Airlines,DEN,BOS,2024-03-13,Wednesday,March,2024-03-13 06:45:00,2024-03-13 06:53:00,8,Minor Delay,Late Arrival,2099,6
AL6395,Alaska Airlines,PHX,SLC,2024-03-03,Sunday,March,2024-03-03 13:15:00,2024-03-03 13:20:00,5,Minor Delay,Late Arrival,450,13
DE8073,Delta Air Lines,SEA,MIA,2024-04-20,Saturday,April,2024-04-20 22:00:00,2024-04-21 02:16:00,256,Severe Delay,Crew Issue,498,22
AL7620,Alaska Airlines,SLC,CLT,2024-06-03,Monday,June,2024-06-03 11:15:00,2024-06-03 11:20:00,5,Minor Delay,Baggage Loading,1263,11
SP2516,Spirit Airlines,SFO,CLT,2024-07-20,Saturday,July,2024-07-20 14:30:00,2024-07-20 18:49:00,259,Severe Delay,Airport Congestion,1955,14
UN268,United Airlines,SFO,SLC,2024-05-08,Wednesday,May,2024-05-08 20:15:00,2024-05-08 20:25:00,10,Minor Delay,Air Traffic Control,1045,20
SO9086,Southwest Airlines,JFK,MSP,2024-06-22,Saturday,June,2024-06-22 12:15:00,2024-06-22 12:20:00,5,Minor Delay,Air Traffic Control,1092,12
SP8356,Spirit Airlines,BOS,BWI,2024-09-27,Friday,September,2024-09-27 04:00:00,2024-09-27 08:54:00,294,Severe Delay,Airport Congestion,2622,4
SO2989,Southwest Airlines,DFW,IAD,2024-12-13,Friday,December,2024-12-13 10:30:00,2024-12-13 13:12:00,162,Severe Delay,Weather,1620,10
UN7870,United Airlines,MCO,LGA,2024-01-14,Sunday,January,2024-01-14 12:00:00,2024-01-14 15:17:00,197,Severe Delay,Airport Congestion,1957,12
AM5249,American Airlines,MCO,SAN,2024-05-11,Saturday,May,2024-05-11 16:30:00,2024-05-11 16:32:00,2,Minor Delay,Air Traffic Control,2140,16
FR8288,Frontier Airlines,SAN,SEA,2024-09-13,Friday,September,2024-09-13 10:15:00,2024-09-13 10:20:00,5,Minor Delay,Air Traffic Control,2603,10
AM4052,American Airlines,MSP,PHX,2024-12-26,Thursday,December,2024-12-26 07:15:00,2024-12-26 07:25:00,10,Minor Delay,Baggage Loading,733,7
SO3053,Southwest Airlines,DFW,IAD,2024-08-21,Wednesday,August,2024-08-21 07:15:00,2024-08-21 07:28:00,13,Minor Delay,Air Traffic Control,507,7
AL8129,Alaska Airlines,EWR,BWI,2024-08-25,Sunday,August,2024-08-25 06:45:00,2024-08-25 07:11:00,26,Moderate Delay,Airport Congestion,434,6
UN8999,United Airlines,IAH,ORD,2024-05-30,Thursday,May,2024-05-30 09:45:00,2024-05-30 09:53:00,8,Minor Delay,Air Traffic Control,332,9
UN1796,United Airlines,EWR,LGA,2024-07-10,Wednesday,July,2024-07-10 00:15:00,2024-07-10 00:34:00,19,Moderate Delay,Airport Congestion,1892,0
AM1667,American Airlines,PHX,CLT,2024-10-18,Friday,October,2024-10-18 16:30:00,2024-10-18 16:37:00,7,Minor Delay,Air Traffic Control,448,16
AM1270,American Airlines,SFO,BOS,2024-08-04,Sunday,August,2024-08-04 20:00:00,2024-08-04 21:11:00,71,Severe Delay,Airport Congestion,994,20
AM5710,American Airlines,SLC,ATL,2024-08-16,Friday,August,2024-08-16 21:30:00,2024-08-16 21:37:00,7,Minor Delay,Air Traffic Control,956,21
FR3107,Frontier Airlines,PHX,MIA,2024-07-30,Tuesday,July,2024-07-30 11:15:00,2024-07-30 15:30:00,255,Severe Delay,Aircraft Issue,2506,11
FR7198,Frontier Airlines,LAS,PHL,2024-05-22,Wednesday,May,2024-05-22 00:15:00,2024-05-22 01:01:00,46,Moderate Delay,Late Arrival,1531,0
AM2660,American Airlines,IAH,BWI,2024-05-13,Monday,May,2024-05-13 17:30:00,2024-05-13 17:37:00,7,Minor Delay,Late Arrival,1096,17
SO2184,Southwest Airlines,SFO,IAD,2024-11-05,Tuesday,November,2024-11-05 07:45:00,2024-11-05 07:54:00,9,Minor Delay,Air Traffic Control,855,7
DE6450,Delta Air Lines,LAS,JFK,2024-10-20,Sunday,October,2024-10-20 16:30:00,2024-10-20 20:39:00,249,Severe Delay,Weather,713,16
SP7514,Spirit Airlines,JFK,SLC,2024-08-08,Thursday,August,2024-08-08 10:15:00,2024-08-08 10:30:00,15,Minor Delay,Air Traffic Control,2464,10
JE5931,JetBlue Airways,MCO,LGA,2024-11-25,Monday,November,2024-11-25 13:30:00,2024-11-25 13:35:00,5,Minor Delay,Late Arrival,202,13
SP5037,Spirit Airlines,ATL,SFO,2024-09-15,Sunday,September,2024-09-15 17:30:00,2024-09-15 18:11:00,41,Moderate Delay,Airport Congestion,382,17
AM1792,American Airlines,PHL,CLT,2024-10-06,Sunday,October,2024-10-06 15:15:00,2024-10-06 15:18:00,3,Minor Delay,Air Traffic Control,1721,15
SO633,Southwest Airlines,PHX,MIA,2024-06-02,Sunday,June,2024-06-02 14:00:00,2024-06-02 14:16:00,16,Moderate Delay,Airport Congestion,842,14
SO4151,Southwest Airlines,MCO,CLT,2024-06-27,Thursday,June,2024-06-27 00:15:00,2024-06-27 00:30:00,15,Minor Delay,Air Traffic Control,366,0
AL5529,Alaska Airlines,IAH,DFW,2024-03-19,Tuesday,March,2024-03-19 06:15:00,2024-03-19 09:10:00,175,Severe Delay,Crew Issue,2997,6
SO6732,Southwest Airlines,PHL,MSP,2024-01-18,Thursday,January,2024-01-18 18:30:00,2024-01-18 18:51:00,21,Moderate Delay,Airport Congestion,2755,18
SO3257,Southwest Airlines,CLT,SEA,2024-04-09,Tuesday,April,2024-04-09 19:45:00,2024-04-09 23:53:00,248,Severe Delay,Aircraft Issue,229,19
AM5782,American Airlines,PHL,DTW,2024-10-02,Wednesday,October,2024-10-02 23:15:00,2024-10-02 23:20:00,5,Minor Delay,Baggage Loading,1306,23
UN9599,United Airlines,DFW,BOS,2024-02-16,Friday,February,2024-02-16 18:45:00,2024-02-16 18:51:00,6,Minor Delay,Late Arrival,2662,18
UN1024,United Airlines,ORD,CLT,2024-11-10,Sunday,November,2024-11-10 08:45:00,2024-11-10 09:01:00,16,Moderate Delay,Weather,2170,8
JE9733,JetBlue Airways,IAH,PHX,2024-08-23,Friday,August,2024-08-23 07:00:00,2024-08-23 07:05:00,5,Minor Delay,Late Arrival,1298,7
DE9379,Delta Air Lines,MCO,BOS,2024-11-24,Sunday,November,2024-11-24 10:00:00,2024-11-24 10:13:00,13,Minor Delay,Air Traffic Control,1820,10
DE3853,Delta Air Lines,ORD,MSP,2024-08-16,Friday,August,2024-08-16 11:45:00,2024-08-16 11:52:00,7,Minor Delay,Baggage Loading,1322,11
AL2576,Alaska Airlines,SLC,MSP,2024-08-30,Friday,August,2024-08-30 15:45:00,2024-08-30 15:55:00,10,Minor Delay,Air Traffic Control,781,15
AM7075,American Airlines,ORD,BOS,2024-12-25,Wednesday,December,2024-12-25 18:15:00,2024-12-25 18:17:00,2,Minor Delay,Late Arrival,2629,18
JE5267,JetBlue Airways,LAX,MIA,2024-03-22,Friday,March,2024-03-22 05:15:00,2024-03-22 06:17:00,62,Severe Delay,Crew Issue,1143,5
AL262,Alaska Airlines,SEA,ORD,2024-06-18,Tuesday,June,2024-06-18 08:15:00,2024-06-18 08:23:00,8,Minor Delay,Late Arrival,630,8
SO908,Southwest Airlines,MSP,SFO,2024-06-02,Sunday,June,2024-06-02 13:45:00,2024-06-02 14:03:00,18,Moderate Delay,Air Traffic Control,2109,13
UN6233,United Airlines,SAN,PHX,2024-11-05,Tuesday,November,2024-11-05 19:15:00,2024-11-06 00:01:00,286,Severe Delay,Aircraft Issue,1241,19
AL8942,Alaska Airlines,ORD,LGA,2024-11-17,Sunday,November,2024-11-17 07:00:00,2024-11-17 07:14:00,14,Minor Delay,Late Arrival,2178,7
AM7168,American Airlines,BOS,SLC,2024-09-09,Monday,September,2024-09-09 11:15:00,2024-09-09 13:45:00,150,Severe Delay,Aircraft Issue,2612,11
SP5904,Spirit Airlines,ORD,JFK,2024-10-28,Monday,October,2024-10-28 19:00:00,2024-10-28 19:03:00,3,Minor Delay,Baggage Loading,2423,19
JE7199,JetBlue Airways,PHX,DFW,2024-12-06,Friday,December,2024-12-06 20:30:00,2024-12-06 20:55:00,25,Moderate Delay,Air Traffic Control,2359,20
SO8971,Southwest Airlines,CLT,IAH,2024-09-28,Saturday,September,2024-09-28 17:45:00,2024-09-28 18:03:00,18,Moderate Delay,Airport Congestion,273,17
JE6619,JetBlue Airways,BOS,LAX,2024-09-17,Tuesday,September,2024-09-17 16:15:00,2024-09-17 16:18:00,3,Minor Delay,Air Traffic Control,2811,16
AL1413,Alaska Airlines,PHL,JFK,2024-06-12,Wednesday,June,2024-06-12 07:15:00,2024-06-12 07:20:00,5,Minor Delay,Baggage Loading,235,7
UN5878,United Airlines,IAD,SLC,2024-02-24,Saturday,February,2024-02-24 21:45:00,2024-02-24 21:48:00,3,Minor Delay,Baggage Loading,2031,21
SP3191,Spirit Airlines,PHL,PHX,2024-03-29,Friday,March,2024-03-29 20:00:00,2024-03-29 20:10:00,10,Minor Delay,Air Traffic Control,865,20
JE1528,JetBlue Airways,MIA,LGA,2024-05-05,Sunday,May,2024-05-05 15:00:00,2024-05-05 19:03:00,243,Severe Delay,Airport Congestion,897,15
FR751,Frontier Airlines,LAX,SFO,2024-12-21,Saturday,December,2024-12-21 11:30:00,2024-12-21 14:55:00,205,Severe Delay,Weather,2578,11
SP3281,Spirit Airlines,CLT,DEN,2024-07-03,Wednesday,July,2024-07-03 13:30:00,2024-07-03 13:35:00,5,Minor Delay,Air Traffic Control,1148,13
DE917,Delta Air Lines,IAD,DEN,2024-11-10,Sunday,November,2024-11-10 15:15:00,2024-11-10 15:16:00,1,Minor Delay,Air Traffic Control,2406,15
UN2303,United Airlines,CLT,SEA,2024-11-13,Wednesday,November,2024-11-13 19:00:00,2024-11-13 19:07:00,7,Minor Delay,Late Arrival,1110,19
AM866,American Airlines,EWR,ATL,2024-07-14,Sunday,July,2024-07-14 21:15:00,2024-07-14 21:30:00,15,Minor Delay,Late Arrival,352,21
SP4703,Spirit Airlines,JFK,ORD,2024-06-13,Thursday,June,2024-06-13 21:45:00,2024-06-13 22:43:00,58,Moderate Delay,Late Arrival,1985,21
SP4710,Spirit Airlines,MCO,IAD,2024-03-07,Thursday,March,2024-03-07 14:30:00,2024-03-07 14:39:00,9,Minor Delay,Late Arrival,1533,14
FR2942,Frontier Airlines,MCO,MIA,2024-04-26,Friday,April,2024-04-26 12:45:00,2024-04-26 14:30:00,105,Severe Delay,Aircraft Issue,2957,12
SO3347,Southwest Airlines,EWR,ORD,2024-02-26,Monday,February,2024-02-26 00:30:00,2024-02-26 00:42:00,12,Minor Delay,Air Traffic Control,1982,0
UN3377,United Airlines,SAN,ORD,2024-06-02,Sunday,June,2024-06-02 11:30:00,2024-06-02 14:27:00,177,Severe Delay,Weather,1005,11
UN7700,United Airlines,BOS,SAN,2024-08-23,Friday,August,2024-08-23 20:30:00,2024-08-23 20:39:00,9,Minor Delay,Baggage Loading,329,20
SO4212,Southwest Airlines,LGA,MIA,2024-08-04,Sunday,August,2024-08-04 07:00:00,2024-08-04 11:09:00,249,Severe Delay,Weather,2138,7
AL1739,Alaska Airlines,MSP,PHL,2024-06-16,Sunday,June,2024-06-16 12:00:00,2024-06-16 16:43:00,283,Severe Delay,Aircraft Issue,906,12
UN774,United Airlines,CLT,SEA,2024-06-02,Sunday,June,2024-06-02 14:45:00,2024-06-02 14:59:00,14,Minor Delay,Baggage Loading,518,14
UN3688,United Airlines,PHX,JFK,2024-09-11,Wednesday,September,2024-09-11 12:30:00,2024-09-11 17:16:00,286,Severe Delay,Airport Congestion,2545,12
FR9443,Frontier Airlines,ATL,MCO,2024-05-10,Friday,May,2024-05-10 10:30:00,2024-05-10 14:09:00,219,Severe Delay,Aircraft Issue,1750,10
SP9265,Spirit Airlines,PHL,DFW,2024-03-11,Monday,March,2024-03-11 09:45:00,2024-03-11 09:55:00,10,Minor Delay,Late Arrival,1977,9
JE1135,JetBlue Airways,BWI,ATL,2024-12-27,Friday,December,2024-12-27 22:00:00,2024-12-27 22:07:00,7,Minor Delay,Air Traffic Control,2251,22
AL7992,Alaska Airlines,IAD,PHX,2024-06-21,Friday,June,2024-06-21 07:45:00,2024-06-21 10:15:00,150,Severe Delay,Crew Issue,2616,7
AM632,American Airlines,PHL,LAS,2024-11-04,Monday,November,2024-11-04 13:00:00,2024-11-04 13:08:00,8,Minor Delay,Baggage Loading,404,13
FR6826,Frontier Airlines,IAD,ORD,2024-06-05,Wednesday,June,2024-06-05 09:45:00,2024-06-05 10:07:00,22,Moderate Delay,Air Traffic Control,1329,9
FR939,Frontier Airlines,JFK,EWR,2024-04-18,Thursday,April,2024-04-18 05:45:00,2024-04-18 09:14:00,209,Severe Delay,Airport Congestion,1250,5
FR2252,Frontier Airlines,SLC,JFK,2024-07-31,Wednesday,July,2024-07-31 18:45:00,2024-07-31 18:57:00,12,Minor Delay,Air Traffic Control,1706,18
JE1527,JetBlue Airways,MSP,IAH,2024-12-03,Tuesday,December,2024-12-03 19:00:00,2024-12-03 20:46:00,106,Severe Delay,Airport Congestion,2147,19
UN9551,United Airlines,ORD,ATL,2024-12-22,Sunday,December,2024-12-22 18:30:00,2024-12-22 18:33:00,3,Minor Delay,Late Arrival,2061,18
SP434,Spirit Airlines,MIA,LAS,2024-11-28,Thursday,November,2024-11-28 10:45:00,2024-11-28 10:53:00,8,Minor Delay,Air Traffic Control,1133,10
SO7377,Southwest Airlines,PHX,SFO,2024-12-27,Friday,December,2024-12-27 15:15:00,2024-12-27 15:25:00,10,Minor Delay,Baggage Loading,2178,15
FR3556,Frontier Airlines,ATL,EWR,2024-11-26,Tuesday,November,2024-11-26 13:00:00,2024-11-26 13:07:00,7,Minor Delay,Air Traffic Control,949,13
SP6822,Spirit Airlines,BOS,LGA,2024-04-03,Wednesday,April,2024-04-03 16:00:00,2024-04-03 16:01:00,1,Minor Delay,Late Arrival,2051,16
SP5491,Spirit Airlines,MCO,DTW,2024-09-17,Tuesday,September,2024-09-17 18:00:00,2024-09-17 18:03:00,3,Minor Delay,Air Traffic Control,2545,18
SO5091,Southwest Airlines,SLC,CLT,2024-07-31,Wednesday,July,2024-07-31 17:45:00,2024-07-31 18:27:00,42,Moderate Delay,Air Traffic Control,2811,17
AM5059,American Airlines,PHL,LAX,2024-06-14,Friday,June,2024-06-14 06:00:00,2024-06-14 06:05:00,5,Minor Delay,Air Traffic Control,1274,6
SP1373,Spirit Airlines,DTW,JFK,2024-11-27,Wednesday,November,2024-11-27 16:45:00,2024-11-27 17:12:00,27,Moderate Delay,Late Arrival,1043,16
AM1242,American Airlines,JFK,CLT,2024-04-05,Friday,April,2024-04-05 15:00:00,2024-04-05 15:11:00,11,Minor Delay,Late Arrival,2581,15
DE9383,Delta Air Lines,DTW,CLT,2024-03-31,Sunday,March,2024-03-31 13:15:00,2024-03-31 13:16:00,1,Minor Delay,Baggage Loading,1035,13
FR1581,Frontier Airlines,SFO,ATL,2024-04-29,Monday,April,2024-04-29 14:30:00,2024-04-29 14:37:00,7,Minor Delay,Air Traffic Control,1859,14
JE2684,JetBlue Airways,ATL,LAS,2024-10-27,Sunday,October,2024-10-27 17:15:00,2024-10-27 18:29:00,74,Severe Delay,Aircraft Issue,1538,17
